image_path,text,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_006.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_007.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_002.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_009.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_012.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_025.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_026.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_031.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_032.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_033.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_040.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_042.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_043.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_044.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_045.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_048.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_050.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_051.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_052.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_053.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_054.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_055.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_056.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_057.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_058.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_059.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_060.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_061.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_062.png,preparing during buy phase,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_011.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_019.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_036.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_039.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_049.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_062.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_063.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_064.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_065.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_066.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_067.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_068.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_069.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_070.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_071.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_072.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_073.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_074.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_075.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_076.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_077.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_078.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_079.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_080.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_081.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_082.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_083.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_084.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\0\train_085.png,using skill not in combat,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_000.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_003.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_004.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_016.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_009.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_018.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_019.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_020.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_024.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_025.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_029.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_035.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_036.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_046.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_047.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_085.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_086.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_087.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_088.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_089.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_090.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_091.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_092.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_093.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_094.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_095.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_096.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_097.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_098.png,killed by enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_001.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_002.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_005.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_006.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_007.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_008.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_010.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_011.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_012.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_013.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_014.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_015.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_017.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_021.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_028.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_030.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_031.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_032.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_033.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_034.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_039.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_041.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_043.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_044.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_045.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_051.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_052.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_053.png,shooting at enemy,,
C:\Users\KIT_Rental\Desktop\kono\project_001\Train_CLIP\CLIP_train_data\VALO\1\train_054.png,shooting at enemy,,
